Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
HONDA,2007,Foreign Used,387617,3500,Petrol,Automatic,"?2,690,000.00"
HONDA,2000,Nigerian Used,108559,3500,Petrol,Automatic,"?1,040,000.00"
PEUGEOT,2014,Nigerian Used,66988,2400,Petrol,Automatic,"?3,885,000.00"
TOYOTA,2003,Foreign Used,299999,1800,Petrol,Automatic,"?2,520,000.00"
MERCEDES-BENZ,2004,Nigerian Used,1755,1800,Petrol,Manual,"?1,470,000.00"
MERCEDES-BENZ,2011,Foreign Used,129709,5500,Petrol,Automatic,"?13,275,000.00"
LEXUS,2007,Nigerian Used,169032,3300,Hybrid,Automatic,"?1,575,000.00"
TOYOTA,2004,Foreign Used,342884,1800,Petrol,Automatic,"?3,125,000.00"
FORD,2007,Nigerian Used,219958,3500,Petrol,Automatic,"?2,025,000.00"
MITSUBISHI,2008,Nigerian Used,70000,3800,Petrol,Automatic,"?1,050,000.00"
HONDA,2005,Nigerian Used,325017,3000,Petrol,Automatic,"?1,155,000.00"
VOLKSWAGEN,2009,Nigerian Used,71019,1600,Petrol,Automatic,"?1,260,000.00"
NISSAN,2005,Nigerian Used,103863,16000,Petrol,Automatic,"?1,050,000.00"
LEXUS,1999,Nigerian Used,404250,3000,Petrol,Automatic,"?2,080,000.00"
TOYOTA,2008,Nigerian Used,107240,3500,Petrol,Automatic,"?1,680,000.00"
NISSAN,2014,Nigerian Used,101533,1500,Petrol,Manual,"?1,312,500.00"
LEXUS,2007,Nigerian Used,169032,3300,Hybrid,Automatic,"?1,575,000.00"
HYUNDAI,2007,Nigerian Used,360863,2000,Petrol,Manual,"?1,050,000.00"
TOYOTA,2010,Nigerian Used,324856,1300,Petrol,AMT,"?2,677,500.00"
TOYOTA,2005,Nigerian Used,122205,1800,Petrol,Automatic,"?1,976,000.00"
TOYOTA,2005,Foreign Used,335975,1800,Petrol,Automatic,"?3,150,000.00"
FORD,2005,Nigerian Used,380311,2000,Petrol,Manual,"?1,050,000.00"
VOLKSWAGEN,2006,Nigerian Used,241123,2500,Petrol,Automatic,"?1,260,000.00"
HONDA,2000,Nigerian Used,413686,2000,Petrol,Automatic,"?1,144,000.00"
HYUNDAI,2013,Nigerian Used,71661,1600,Petrol,Manual,"?1,680,000.00"
KIA,2014,Nigerian Used,86527,1600,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2005,Foreign Used,299999,1800,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2009,Nigerian Used,179779,1800,Petrol,Manual,"?1,575,000.00"
TOYOTA,2006,Foreign Used,273023,2000,Petrol,Automatic,"?1,942,500.00"
HYUNDAI,2021,Nigerian Used,764,1200,Petrol,Automatic,"?6,825,000.00"
HONDA,2003,Nigerian Used,305644,3500,Petrol,Automatic,"?1,456,000.00"
PONTIAC,2003,Nigerian Used,110946,1800,Petrol,Automatic,"?2,600,000.00"
PEUGEOT,2004,Foreign Used,176687,2400,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2004,Nigerian Used,180712,2400,Petrol,Automatic,"?1,365,000.00"
VOLKSWAGEN,2009,Nigerian Used,71019,1600,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2001,Nigerian Used,219863,3000,Petrol,Automatic,"?1,155,000.00"
HONDA,2006,Nigerian Used,248222,2400,Petrol,Automatic,"?1,664,000.00"
PONTIAC,2003,Nigerian Used,273251,1800,Petrol,Automatic,"?2,392,000.00"
MERCEDES-BENZ,2004,Nigerian Used,1755,1800,Petrol,Manual,"?1,470,000.00"
TOYOTA,2010,Nigerian Used,319436,1800,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2004,Nigerian Used,482800,1800,Petrol,Automatic,"?1,785,000.00"
FORD,2001,Nigerian Used,158093,1400,Petrol,Manual,"?1,050,000.00"
HONDA,2006,Nigerian Used,248222,2400,Petrol,Automatic,"?1,664,000.00"
TOYOTA,2004,Nigerian Used,482800,1800,Petrol,Automatic,"?1,785,000.00"
OPEL,1999,Nigerian Used,216343,1800,Petrol,Manual,"?1,470,000.00"
HONDA,2008,Nigerian Used,290798,2400,Petrol,Automatic,"?1,470,000.00"
FORD,2002,Nigerian Used,279391,2000,Petrol,Automatic,"?1,050,000.00"
HONDA,2003,Nigerian Used,305644,3500,Petrol,Automatic,"?1,456,000.00"
AUDI,2011,Nigerian Used,50930,2000,Petrol,Manual,"?3,360,000.00"
TOYOTA,2004,Foreign Used,109587,2400,Petrol,Automatic,"?2,320,000.00"
TOYOTA,2005,Foreign Used,299999,1800,Petrol,Automatic,"?2,730,000.00"
NISSAN,2015,Nigerian Used,88572,2400,Petrol,Automatic,"?1,470,000.00"
HONDA,2008,Nigerian Used,318649,3500,Petrol,Automatic,"?1,155,000.00"
HONDA,2005,Nigerian Used,200956,2400,Petrol,Automatic,"?1,352,000.00"
HONDA,2000,Nigerian Used,413686,2000,Petrol,Automatic,"?1,144,000.00"
OPEL,2001,Foreign Used,117508,1600,Petrol,Manual,"?1,942,500.00"
NISSAN,2003,Nigerian Used,184375,1500,Petrol,Manual,"?1,260,000.00"
TOYOTA,2004,Nigerian Used,280892,3000,Petrol,Automatic,"?1,050,000.00"
HONDA,2008,Nigerian Used,116346,3500,Petrol,Automatic,"?1,785,000.00"
LEXUS,2001,Nigerian Used,278388,3000,Petrol,Automatic,"?1,050,000.00"
VOLVO,2004,Nigerian Used,567302,2500,Petrol,Automatic,"?1,890,000.00"
TOYOTA,2002,Nigerian Used,294045,2400,Petrol,Automatic,"?1,352,000.00"
TOYOTA,2005,Nigerian Used,272020,1800,Petrol,Manual,"?1,575,000.00"
MERCEDES-BENZ,2005,Nigerian Used,352743,1800,Petrol,Automatic,"?1,160,000.00"
MERCEDES-BENZ,2009,Nigerian Used,7893,3000,Petrol,Automatic,"?3,937,500.00"
TOYOTA,2008,Nigerian Used,482800,1800,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2005,Nigerian Used,381750,2400,Petrol,Automatic,"?1,365,000.00"
HONDA,2007,Nigerian Used,236581,2400,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2003,Nigerian Used,299999,1800,Petrol,Automatic,"?1,785,000.00"
LEXUS,2012,Nigerian Used,128484,3500,Petrol,Automatic,"?8,320,000.00"
HONDA,2005,Nigerian Used,200956,2400,Petrol,Automatic,"?1,352,000.00"
FORD,2011,Foreign Used,113188,3500,Petrol,Automatic,"?4,162,500.00"
AUDI,2019,Nigerian Used,24577,5500,Petrol,Automatic,"?49,350,000.00"
LEXUS,2012,Nigerian Used,128484,3500,Petrol,Automatic,"?8,320,000.00"
TOYOTA,2005,Nigerian Used,381750,2400,Petrol,Automatic,"?1,365,000.00"
NISSAN,2015,Nigerian Used,88572,2400,Petrol,Automatic,"?1,470,000.00"
HONDA,2003,Nigerian Used,257112,2000,Petrol,Automatic,"?1,248,000.00"
HONDA,2006,Nigerian Used,392030,2400,Petrol,Automatic,"?1,470,000.00"
KIA,2011,Nigerian Used,24798,3800,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2003,Nigerian Used,157097,4700,Petrol,Automatic,"?2,860,000.00"
TOYOTA,2004,Nigerian Used,280892,3000,Petrol,Automatic,"?1,050,000.00"
OPEL,2001,Foreign Used,117508,1600,Petrol,Manual,"?1,942,500.00"
HONDA,2015,Nigerian Used,87381,1800,Petrol,Manual,"?3,675,000.00"
TOYOTA,2003,Nigerian Used,426260,2400,Petrol,Automatic,"?3,120,000.00"
HONDA,2006,Nigerian Used,218213,3500,Petrol,Automatic,"?1,260,000.00"
NISSAN,2003,Nigerian Used,270851,2500,Petrol,Automatic,"?1,050,000.00"
HONDA,2008,Nigerian Used,318649,3500,Petrol,Automatic,"?1,155,000.00"
HONDA,2012,Nigerian Used,13226,1800,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2002,Nigerian Used,166867,2500,Petrol,Automatic,"?1,352,000.00"
PEUGEOT,2002,Foreign Used,158771,1600,Petrol,Manual,"?1,470,000.00"
OPEL,2000,Nigerian Used,419605,1800,Petrol,Automatic,"?1,260,000.00"
MAZDA,2009,Nigerian Used,157786,2000,Petrol,Automatic,"?1,800,000.00"
BMW,2000,Nigerian Used,262984,30,Petrol,Automatic,"?1,260,000.00"
AUDI,2011,Nigerian Used,50930,2000,Petrol,Manual,"?3,360,000.00"
PEUGEOT,2002,Nigerian Used,22930,2000,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2003,Nigerian Used,299999,1800,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2005,Foreign Used,90741,1800,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2007,Nigerian Used,81317,3500,Petrol,Automatic,"?3,375,000.00"
TOYOTA,2002,Nigerian Used,261978,3000,Petrol,Automatic,"?2,025,000.00"
TOYOTA,2002,Nigerian Used,294045,2400,Petrol,Automatic,"?1,352,000.00"
LEXUS,2006,Nigerian Used,466356,2500,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2005,Foreign Used,236042,2000,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2007,Nigerian Used,174458,2400,Petrol,Automatic,"?2,808,000.00"
NISSAN,1999,Foreign Used,223712,1000,Petrol,Automatic,"?1,050,000.00"
MERCEDES-BENZ,2006,Nigerian Used,208116,3500,Petrol,Automatic,"?1,155,000.00"
TOYOTA,2005,Nigerian Used,185120,3000,Petrol,Automatic,"?1,365,000.00"
VOLKSWAGEN,2010,Nigerian Used,184724,2500,Petrol,Automatic,"?1,050,000.00"
HONDA,2008,Nigerian Used,290798,2400,Petrol,Automatic,"?1,470,000.00"
AUDI,2002,Foreign Used,188315,2000,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2005,Nigerian Used,156336,2000,Petrol,Automatic,"?1,365,000.00"
KIA,2013,Nigerian Used,135005,1400,Petrol,Automatic,"?1,355,000.00"
FORD,2011,Foreign Used,113188,3500,Petrol,Automatic,"?4,162,500.00"
BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,"?1,260,000.00"
MERCEDES-BENZ,2006,Nigerian Used,208116,3500,Petrol,Automatic,"?1,155,000.00"
MERCEDES-BENZ,2006,Nigerian Used,531146,2500,Petrol,Automatic,"?1,575,000.00"
HONDA,2009,Nigerian Used,432233,1600,Petrol,Automatic,"?1,664,000.00"
KIA,2011,Nigerian Used,24798,3800,Petrol,Automatic,"?4,200,000.00"
HONDA,2004,Nigerian Used,169293,3500,Petrol,Automatic,"?1,768,000.00"
TOYOTA,2009,Nigerian Used,187196,2400,Hybrid,Automatic,"?1,785,000.00"
TOYOTA,2005,Nigerian Used,180634,1500,Petrol,Automatic,"?1,155,000.00"
MAZDA,2006,Nigerian Used,170765,2300,Petrol,Automatic,"?1,680,000.00"
HONDA,2003,Nigerian Used,187707,2400,Petrol,Automatic,"?1,352,000.00"
LEXUS,2004,Nigerian Used,208646,3300,Petrol,Automatic,"?3,848,000.00"
HONDA,2005,Foreign Used,225593,2400,Petrol,Automatic,"?1,417,500.00"
MERCEDES-BENZ,2005,Nigerian Used,352743,1800,Petrol,Automatic,"?1,160,000.00"
MERCEDES-BENZ,2006,Nigerian Used,531146,2500,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2005,Nigerian Used,156336,2000,Petrol,Automatic,"?1,365,000.00"
VOLKSWAGEN,2006,Nigerian Used,218310,2500,Petrol,Automatic,"?1,057,500.00"
HONDA,2003,Nigerian Used,224187,3000,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2002,Nigerian Used,163777,3000,Petrol,Automatic,"?1,250,000.00"
HONDA,2008,Nigerian Used,157477,1800,Petrol,Automatic,"?1,664,000.00"
HONDA,2009,Nigerian Used,432233,1600,Petrol,Automatic,"?1,664,000.00"
NISSAN,2003,Foreign Used,148224,1800,Petrol,Manual,"?1,055,000.00"
TOYOTA,2000,Nigerian Used,39807,2200,Petrol,Automatic,"?1,352,000.00"
LEXUS,2006,Nigerian Used,63728,3,Hybrid,Automatic,"?3,952,000.00"
MAZDA,2006,Nigerian Used,170765,2300,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2004,Nigerian Used,52982,4700,Petrol,Automatic,"?2,808,000.00"
TOYOTA,2005,Nigerian Used,180634,1500,Petrol,Automatic,"?1,155,000.00"
TOYOTA,2007,Nigerian Used,245616,1800,Petrol,Manual,"?1,207,500.00"
MERCEDES-BENZ,2000,Nigerian Used,170843,35,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2005,Nigerian Used,149839,1800,Petrol,Automatic,"?2,475,000.00"
HONDA,2013,Nigerian Used,186595,1500,Petrol,Automatic,"?3,360,000.00"
FORD,2010,Foreign Used,388488,5400,Petrol,Automatic,"?7,800,000.00"
BMW,2001,Nigerian Used,225431,2200,Petrol,Automatic,"?1,260,000.00"
SUZUKI,2009,Nigerian Used,113587,2000,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2006,Foreign Used,409066,2400,Petrol,Automatic,"?2,730,000.00"
PEUGEOT,2004,Foreign Used,99999,1600,Electric,Automatic,"?1,627,500.00"
VOLVO,2005,Foreign Used,297589,3000,Petrol,Automatic,"?1,260,000.00"
TOYOTA,1999,Nigerian Used,234150,3000,Petrol,Automatic,"?1,155,000.00"
KIA,2018,Nigerian Used,15598,1800,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2004,Nigerian Used,52982,4700,Petrol,Automatic,"?2,808,000.00"
HONDA,2005,Nigerian Used,404816,2400,Petrol,Automatic,"?1,050,000.00"
MERCEDES-BENZ,2007,Foreign Used,249549,3500,Petrol,Automatic,"?4,500,000.00"
TOYOTA,2006,Foreign Used,409066,2400,Petrol,Automatic,"?2,730,000.00"
SUZUKI,2009,Nigerian Used,113587,2000,Petrol,Automatic,"?2,100,000.00"
HONDA,2012,Nigerian Used,180989,16000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2009,Foreign Used,121871,2400,Petrol,Automatic,"?5,062,500.00"
TOYOTA,2010,Nigerian Used,360974,2400,Petrol,Automatic,"?1,995,000.00"
TOYOTA,2009,Foreign Used,90852,2400,Petrol,Automatic,"?4,500,000.00"
FORD,2010,Foreign Used,388488,5400,Petrol,Automatic,"?7,800,000.00"
FORD,2012,Foreign Used,172743,33,Petrol,Automatic,"?5,460,000.00"
NISSAN,2012,Nigerian Used,199155,2500,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2012,Nigerian Used,143438,1600,Petrol,Manual,"?2,625,000.00"
TOYOTA,2000,Nigerian Used,207581,1400,Petrol,Automatic,"?1,047,500.00"
TOYOTA,2001,Nigerian Used,327298,2200,Petrol,Automatic,"?1,050,000.00"
LEXUS,2001,Nigerian Used,198044,3000,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2003,Nigerian Used,296443,1800,Petrol,Automatic,"?1,312,500.00"
HONDA,2006,Nigerian Used,202078,3000,Petrol,Automatic,"?1,018,500.00"
TOYOTA,2004,Nigerian Used,208160,2400,Petrol,Automatic,"?1,155,000.00"
TOYOTA,2005,Nigerian Used,149839,1800,Petrol,Automatic,"?2,475,000.00"
TOYOTA,2004,Nigerian Used,219124,1800,Petrol,Automatic,"?2,080,000.00"
HYUNDAI,2010,Nigerian Used,103739,1600,Petrol,Manual,"?1,155,000.00"
HONDA,2004,Nigerian Used,177588,3500,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2001,Foreign Used,111027,3000,Petrol,Automatic,"?3,600,000.00"
HONDA,2012,Nigerian Used,180989,16000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2010,Nigerian Used,360974,2400,Petrol,Automatic,"?1,995,000.00"
VOLVO,2008,Foreign Used,12074,3200,Petrol,Automatic,"?3,432,000.00"
FORD,2009,Foreign Used,179134,35,Petrol,Automatic,"?4,837,500.00"
TOYOTA,2007,Nigerian Used,213548,3500,Petrol,Automatic,"?3,328,000.00"
TOYOTA,1999,Nigerian Used,318617,2200,Petrol,Automatic,"?1,040,000.00"
HONDA,2009,Nigerian Used,189309,3500,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2009,Foreign Used,210673,1800,Petrol,Automatic,"?4,275,000.00"
LEXUS,2001,Nigerian Used,198044,3000,Petrol,Automatic,"?1,365,000.00"
FORD,2010,Nigerian Used,137993,18,Petrol,Automatic,"?1,260,000.00"
VOLVO,2008,Foreign Used,12074,3200,Petrol,Automatic,"?3,432,000.00"
TOYOTA,2010,Nigerian Used,203870,2500,Petrol,Automatic,"?3,640,000.00"
MERCEDES-BENZ,2016,Nigerian Used,41668,2000,Petrol,Automatic,"?10,012,500.00"
HONDA,2003,Nigerian Used,229437,2400,Petrol,Automatic,"?1,404,000.00"
HYUNDAI,2009,Nigerian Used,142520,1600,Petrol,Automatic,"?1,365,000.00"
HONDA,2004,Nigerian Used,177588,3500,Petrol,Automatic,"?1,872,000.00"
LEXUS,2004,Nigerian Used,360191,3300,Petrol,Automatic,"?2,475,000.00"
TOYOTA,2007,Foreign Used,227184,1500,Petrol,Automatic,"?2,625,000.00"
HONDA,2014,Nigerian Used,24935,1800,Petrol,Automatic,"?4,725,000.00"
HONDA,2008,Nigerian Used,156271,1300,Petrol,Manual,"?1,050,000.00"
TOYOTA,2007,Nigerian Used,174956,1500,Petrol,Manual,"?1,365,000.00"
TOYOTA,2008,Nigerian Used,59399,1800,Petrol,Manual,"?1,872,000.00"
TOYOTA,2009,Nigerian Used,137186,1800,Petrol,Manual,"?1,575,000.00"
TOYOTA,2001,Foreign Used,111027,3000,Petrol,Automatic,"?3,600,000.00"
HONDA,2005,Nigerian Used,131992,3000,Petrol,Automatic,"?1,050,000.00"
TOYOTA,1999,Nigerian Used,318617,2200,Petrol,Automatic,"?1,040,000.00"
HONDA,2008,Nigerian Used,370928,2400,Petrol,Automatic,"?1,155,000.00"
HONDA,2007,Nigerian Used,66823,1800,Petrol,Automatic,"?1,768,000.00"
HYUNDAI,2009,Nigerian Used,164565,1600,Petrol,Manual,"?1,155,000.00"
HONDA,2002,Foreign Used,137775,1700,Petrol,Automatic,"?1,470,000.00"
MERCEDES-BENZ,2005,Nigerian Used,167169,2400,Petrol,Automatic,"?1,470,000.00"
HONDA,2006,Nigerian Used,168907,1800,Petrol,Automatic,"?1,365,000.00"
HONDA,2010,Nigerian Used,252463,1800,Petrol,Automatic,"?1,575,000.00"
HONDA,2006,Nigerian Used,78511,18,Petrol,Automatic,"?1,664,000.00"
HONDA,2008,Foreign Used,136143,1800,Petrol,Automatic,"?2,520,000.00"
HONDA,2008,Nigerian Used,178425,1800,Petrol,Automatic,"?1,456,000.00"
TOYOTA,2003,Foreign Used,162691,1800,Petrol,Automatic,"?2,704,000.00"
LEXUS,2007,Nigerian Used,78470,3500,Petrol,Automatic,"?5,287,500.00"
TOYOTA,2006,Nigerian Used,169259,1800,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2008,Nigerian Used,59399,1800,Petrol,Manual,"?1,872,000.00"
LEXUS,2014,Nigerian Used,53558,3500,Petrol,Automatic,"?8,400,000.00"
TOYOTA,2005,Nigerian Used,195268,1800,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2007,Nigerian Used,174956,1500,Petrol,Manual,"?1,365,000.00"
TOYOTA,2014,Nigerian Used,308916,1300,Petrol,Automatic,"?4,200,000.00"
OPEL,2002,Nigerian Used,245314,1400,Petrol,Manual,"?1,260,000.00"
FORD,2010,Nigerian Used,137993,18,Petrol,Automatic,"?1,260,000.00"
AUDI,2009,Foreign Used,259300,2000,Petrol,Automatic,"?3,150,000.00"
HONDA,2006,Nigerian Used,168907,1800,Petrol,Automatic,"?1,365,000.00"
HONDA,2005,Nigerian Used,131992,3000,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2005,Nigerian Used,217805,2400,Petrol,Automatic,"?1,260,000.00"
VOLKSWAGEN,2013,Foreign Used,131549,2500,Petrol,Automatic,"?5,880,000.00"
LEXUS,2007,Nigerian Used,174458,3000,Petrol,Automatic,"?2,625,000.00"
HONDA,2002,Foreign Used,137775,1700,Petrol,Automatic,"?1,470,000.00"
HONDA,2006,Nigerian Used,78511,18,Petrol,Automatic,"?1,664,000.00"
HONDA,2006,Foreign Used,171225,1300,Hybrid,Automatic,"?2,704,000.00"
TOYOTA,2004,Nigerian Used,70990,1800,Petrol,Automatic,"?2,080,000.00"
CHEVROLET,2003,Foreign Used,191555,2200,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2005,Nigerian Used,247930,3300,Petrol,Automatic,"?2,250,000.00"
TOYOTA,2009,Nigerian Used,137186,1800,Petrol,Manual,"?1,575,000.00"
HYUNDAI,2004,Nigerian Used,180368,3500,Petrol,Automatic,"?1,260,000.00"
PEUGEOT,2004,Foreign Used,104880,1400,Petrol,Manual,"?1,560,000.00"
LEXUS,2005,Nigerian Used,373268,3300,Petrol,Automatic,"?2,404,000.00"
TOYOTA,2004,Nigerian Used,208160,2400,Petrol,Automatic,"?1,155,000.00"
TOYOTA,2004,Nigerian Used,138916,1800,Petrol,Automatic,"?2,250,000.00"
PEUGEOT,2004,Foreign Used,89405,14,Petrol,Automatic,"?2,288,000.00"
PONTIAC,2003,Nigerian Used,173521,1800,Petrol,Automatic,"?1,800,000.00"
HONDA,2008,Nigerian Used,178425,1800,Petrol,Automatic,"?1,456,000.00"
TOYOTA,1999,Nigerian Used,317894,3000,Petrol,Automatic,"?2,184,000.00"
HONDA,2007,Nigerian Used,66823,1800,Petrol,Automatic,"?1,768,000.00"
HONDA,2008,Nigerian Used,435236,1800,Petrol,Automatic,"?2,080,000.00"
MAZDA,2006,Nigerian Used,198963,2000,Petrol,Automatic,"?1,365,000.00"
HONDA,2010,Nigerian Used,252463,1800,Petrol,Automatic,"?1,575,000.00"
TOYOTA,1999,Nigerian Used,224736,2000,Petrol,Automatic,"?1,050,000.00"
HONDA,2003,Foreign Used,278048,2000,Petrol,Automatic,"?2,047,500.00"
HONDA,2011,Nigerian Used,167793,3500,Petrol,Automatic,"?3,952,000.00"
HONDA,2006,Nigerian Used,175820,1800,Petrol,Automatic,"?8,840,000.00"
TOYOTA,2004,Nigerian Used,482800,1800,Petrol,Automatic,"?1,365,000.00"
HONDA,2008,Nigerian Used,218853,1500,Petrol,Automatic,"?1,250,000.00"
TOYOTA,2003,Nigerian Used,355522,3000,Petrol,Automatic,"?1,365,000.00"
HONDA,2004,Nigerian Used,198184,3500,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2007,Nigerian Used,85851,1500,Petrol,Automatic,"?1,365,000.00"
HONDA,2006,Nigerian Used,407637,1800,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2005,Nigerian Used,247930,3300,Petrol,Automatic,"?2,250,000.00"
VOLKSWAGEN,2000,Foreign Used,238149,1800,Petrol,Manual,"?1,680,000.00"
TOYOTA,2004,Nigerian Used,138916,1800,Petrol,Automatic,"?2,250,000.00"
HONDA,2006,Nigerian Used,137745,16,Petrol,Automatic,"?1,470,000.00"
HONDA,2011,Nigerian Used,167793,3500,Petrol,Automatic,"?3,952,000.00"
PONTIAC,2003,Nigerian Used,173521,1800,Petrol,Automatic,"?1,800,000.00"
VOLKSWAGEN,2003,Foreign Used,275690,1600,Petrol,Automatic,"?2,415,000.00"
VOLKSWAGEN,1998,Nigerian Used,206522,2000,Petrol,Automatic,"?1,470,000.00"
MERCEDES-BENZ,2005,Nigerian Used,155231,35,Petrol,Automatic,"?1,050,000.00"
HYUNDAI,2004,Nigerian Used,180368,3500,Petrol,Automatic,"?1,260,000.00"
VOLKSWAGEN,1999,Foreign Used,300153,1600,Petrol,Manual,"?1,575,000.00"
VOLKSWAGEN,1999,Foreign Used,300153,1600,Petrol,Manual,"?1,575,000.00"
TOYOTA,2018,Foreign Used,159334,2500,Petrol,Automatic,"?13,520,000.00"
HONDA,2012,Nigerian Used,58920,2400,Petrol,Automatic,"?2,512,000.00"
HONDA,2006,Nigerian Used,309254,1800,Petrol,Manual,"?1,312,500.00"
TOYOTA,2011,Foreign Used,380494,2400,Petrol,Automatic,"?3,937,500.00"
HONDA,2006,Nigerian Used,137745,16,Petrol,Automatic,"?1,470,000.00"
TOYOTA,2007,Nigerian Used,156731,2400,Petrol,Automatic,"?2,808,000.00"
TOYOTA,2007,Nigerian Used,85851,1500,Petrol,Automatic,"?1,365,000.00"
TOYOTA,2007,Nigerian Used,191517,1300,Petrol,Manual,"?1,155,000.00"
MERCEDES-BENZ,2005,Nigerian Used,155231,35,Petrol,Automatic,"?1,050,000.00"
TOYOTA,2002,Nigerian Used,313177,3000,Petrol,Automatic,"?1,872,000.00"
MERCEDES-BENZ,2014,Nigerian Used,143207,3500,Petrol,Automatic,"?9,000,000.00"
TOYOTA,2014,Nigerian Used,92814,1800,Petrol,Automatic,"?3,150,000.00"
HYUNDAI,2007,Nigerian Used,134188,2400,Petrol,Automatic,"?1,155,000.00"
VOLKSWAGEN,1998,Nigerian Used,203234,2000,Petrol,Automatic,"?1,155,000.00"
OPEL,2005,Nigerian Used,218560,1600,Petrol,Manual,"?1,800,000.00"
TOYOTA,2011,Foreign Used,98103,2500,Petrol,Automatic,"?3,990,000.00"
MERCEDES-BENZ,2006,Foreign Used,104962,3500,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2009,Foreign Used,130789,2700,Petrol,Automatic,"?3,952,000.00"
MERCEDES-BENZ,2001,Nigerian Used,432510,3200,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2018,Nigerian Used,49330,2500,Petrol,Automatic,"?11,550,000.00"
TOYOTA,2003,Nigerian Used,120117,1800,Petrol,Automatic,"?1,260,000.00"
TOYOTA,2007,Nigerian Used,446224,1800,Petrol,Automatic,"?1,470,000.00"
TOYOTA,1999,Nigerian Used,225478,22,Petrol,Automatic,"?1,040,000.00"
LEXUS,2004,Foreign Used,94868,4700,Petrol,Automatic,"?7,200,000.00"
TOYOTA,2007,Nigerian Used,209333,1800,Petrol,Manual,"?1,155,000.00"
TOYOTA,2014,Nigerian Used,92814,1800,Petrol,Automatic,"?3,150,000.00"
OPEL,2005,Nigerian Used,218560,1600,Petrol,Manual,"?1,800,000.00"
TOYOTA,2003,Foreign Used,300986,2000,Petrol,Automatic,"?2,625,000.00"
LEXUS,2004,Foreign Used,94868,4700,Petrol,Automatic,"?7,200,000.00"
TOYOTA,2010,Foreign Used,184530,1800,Petrol,Automatic,"?4,056,000.00"
TOYOTA,2008,Foreign Used,86643,1500,Petrol,Automatic,"?2,940,000.00"
HONDA,2012,Nigerian Used,58920,2400,Petrol,Automatic,"?2,512,000.00"
FORD,2013,Foreign Used,171155,3500,Petrol,Automatic,"?4,935,000.00"
NISSAN,2001,Nigerian Used,172358,3500,Petrol,Automatic,"?1,248,000.00"
LEXUS,2007,Nigerian Used,266358,35,Petrol,Automatic,"?3,600,000.00"
NISSAN,2012,Foreign Used,231941,2500,Petrol,Automatic,"?4,387,500.00"
TOYOTA,2003,Nigerian Used,182846,1800,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2009,Foreign Used,130789,2700,Petrol,Automatic,"?3,952,000.00"
LEXUS,2002,Foreign Used,211561,3000,Petrol,Automatic,"?3,487,500.00"
TOYOTA,2009,Nigerian Used,108958,2000,Petrol,Automatic,"?3,432,000.00"
MERCEDES-BENZ,2004,Foreign Used,510152,2100,Diesel,Automatic,"?3,375,000.00"
FORD,2008,Foreign Used,258390,4600,Petrol,Automatic,"?3,937,500.00"
TOYOTA,2007,Foreign Used,164013,3500,Petrol,Automatic,"?4,050,000.00"
ACURA,2016,Nigerian Used,163198,3500,Petrol,Automatic,"?11,025,000.00"
LEXUS,2001,Nigerian Used,283860,3000,Petrol,Automatic,"?2,600,000.00"
HONDA,2008,Nigerian Used,85766,3500,Petrol,Automatic,"?1,687,500.00"
TOYOTA,2010,Foreign Used,233977,2400,Petrol,Automatic,"?5,062,500.00"
